,headline,date,doc_type,web_url,news_desk,keywords,byline
1395,"Taking on Covid-19, South Africa Goes After Cigarettes and Booze, Too",2020-05-08,article,https://www.nytimes.com/2020/05/08/world/africa/coronavirus-south-africa-tobacco-alcohol-ban.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Smoking and Tobacco', 'ALCOHOLIC BEVERAGES', 'Regulation and Deregulation of Industry']",By Lynsey Chutel
1403,"For Canada, Finding a Vaccine Will Only Be Part of the Equation",2020-05-08,article,https://www.nytimes.com/2020/05/08/world/canada/coronavirus-vaccine-timeline.html,Foreign,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)']",By Ian Austen
1453,"Filipino Musicians Drive Hong Kong’s Music Scene, but Gigs Have Dried Up",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/asia/hong-kong-filipino-musicians.html,Foreign,"['Music', 'Bars and Nightclubs', 'Coronavirus (2019-nCoV)', 'Pop and Rock Music', 'Labor and Jobs', 'Immigration and Emigration', 'Foreign Workers']",By Mike Ives
1457,Israeli Army’s Idea Lab Aims at a New Target: Saving Lives,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/middleeast/coronavirus-israel.html,Foreign,"['Coronavirus (2019-nCoV)', 'Defense and Military Forces', 'Ventilators (Medical)', 'Telemedicine', 'Medical Devices', 'ARTIFICIAL INTELLIGENCE', 'Microbiology']",By David M. Halbfinger
1459,China’s Military Is Tied to Debilitating New Cyberattack Tool,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/asia/china-hacking-military-aria.html,Foreign,"['Cyberwarfare and Defense', 'Computers and the Internet', 'Espionage and Intelligence Services']",By Ronen Bergman and Steven Lee Myers
1478,China’s Military Is Tied to Debilitating New Cyberattack Tool,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/asia/china-hacking-military-aria.html,Foreign,"['Cyberwarfare and Defense', 'Computers and the Internet', 'Espionage and Intelligence Services']",By Ronen Bergman and Steven Lee Myers
1490,A Philosopher-Banker Who’s Shaking Up a Nation,2020-05-08,article,https://www.nytimes.com/2020/05/08/world/americas/suriname-coutinho-DSB-buterse.html,Foreign,"['Corruption (Institutional)', 'Banking and Financial Institutions', 'Embezzlement']",By Anatoly Kurmanaev
1498,"Locked Down on V-E Day, Europe Celebrates World War II Liberation",2020-05-08,article,https://www.nytimes.com/2020/05/08/world/europe/ve-day.html,Foreign,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Veterans', 'World War II (1939-45)', 'Holocaust and the Nazi Era', 'Holidays and Special Occasions']",By Elian Peltier
1514,Google Sibling Abandons Ambitious City of the Future in Toronto,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/americas/google-toronto-sidewalk-labs-abandoned.html,Foreign,"['Coronavirus (2019-nCoV)', 'Privacy', 'Computers and the Internet', 'AREA PLANNING AND RENEWAL']",By Ian Austen and Daisuke Wakabayashi
1534,China’s Military Is Tied to Debilitating New Cyberattack Tool,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/asia/china-hacking-military-aria.html,Foreign,"['Cyberwarfare and Defense', 'Computers and the Internet', 'Espionage and Intelligence Services']",By Ronen Bergman and Steven Lee Myers
1539,Israeli Army’s Idea Lab Aims at a New Target: Saving Lives,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/middleeast/coronavirus-israel.html,Foreign,"['Coronavirus (2019-nCoV)', 'Defense and Military Forces', 'Ventilators (Medical)', 'Telemedicine', 'Medical Devices', 'ARTIFICIAL INTELLIGENCE', 'Microbiology']",By David M. Halbfinger
1545,A Philosopher-Banker Who’s Shaking Up a Nation,2020-05-08,article,https://www.nytimes.com/2020/05/08/world/americas/suriname-coutinho-DSB-buterse.html,Foreign,"['Corruption (Institutional)', 'Banking and Financial Institutions', 'Embezzlement']",By Anatoly Kurmanaev
1552,Coronavirus Killing Black Britons at Twice the Rate of Whites,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/coronavirus-uk-black-britons.html,Foreign,"['Black People', 'Race and Ethnicity', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']",By Benjamin Mueller
1571,"Cardinal George Pell Knew of Clergy Sex Abuse, Australian Report Finds",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/australia/cardinal-george-pell.html,Foreign,"['Sex Crimes', 'Priests', 'Child Abuse and Neglect', 'Clergy']",By Livia Albeck-Ripka
1599,The Man Who Taught Australia How to Mix a Proper Drink,2020-05-08,article,https://www.nytimes.com/2020/05/08/world/australia/vernon-chalker-gin-palace-cocktails-melbourne.html,Foreign,"['Gin (Liquor)', 'Cocktails and Mixed Drinks', 'Bars and Nightclubs']",By Besha Rodell
1611,"An Incursion Into Venezuela, Straight Out of Hollywood",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/americas/venezuela-failed-overthrow.html,Foreign,"[""Coups D'Etat and Attempted Coups D'Etat"", 'Politics and Government', 'United States International Relations']",By Julie Turkewitz and Frances Robles
1620,"An Incursion Into Venezuela, Straight Out of Hollywood",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/americas/venezuela-failed-overthrow.html,Foreign,"[""Coups D'Etat and Attempted Coups D'Etat"", 'Politics and Government', 'United States International Relations']",By Julie Turkewitz and Frances Robles
1630,India Starts Bringing Home Hundreds of Thousands Stranded Amid Coronavirus,2020-05-08,article,https://www.nytimes.com/2020/05/08/world/asia/india-coronavirus-repatriation.html,Foreign,"['Coronavirus (2019-nCoV)', 'AIRLIFTS', 'Evacuations and Evacuees']",By Jeffrey Gettleman and Sameer Yasir
1634,A Novelist Breaks the Code of Being a Woman in Japan,2020-05-09,article,https://www.nytimes.com/2020/05/09/world/asia/mieko-kawakami-breasts-and-eggs.html,Foreign,"['Books and Literature', 'Writing and Writers', 'Women and Girls', ""Women's Rights"", 'ARTIFICIAL INSEMINATION', 'Single Mothers', 'Single Persons', 'Coronavirus (2019-nCoV)']",By Motoko Rich
1635,Will the Coronavirus Crisis Trump the Climate Crisis?,2020-05-09,article,https://www.nytimes.com/2020/05/09/world/europe/will-the-coronavirus-crisis-trump-the-climate-crisis.html,Foreign,"['Coronavirus (2019-nCoV)', 'Global Warming', 'Greenhouse Gas Emissions', 'Fuel Emissions (Transportation)', 'Epidemics', 'Politics and Government', 'Budgets and Budgeting', 'Regulation and Deregulation of Industry']",By Steven Erlanger
1642,"Argentina Teeters on Default, Again, as Pandemic Guts Economy",2020-05-08,article,https://www.nytimes.com/2020/05/08/world/americas/argentina-coronavirus-default.html,Foreign,"['Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'International Trade and World Market']",By Daniel Politi
1645,India Starts Bringing Home Hundreds of Thousands Stranded Amid Coronavirus,2020-05-08,article,https://www.nytimes.com/2020/05/08/world/asia/india-coronavirus-repatriation.html,Foreign,"['Coronavirus (2019-nCoV)', 'AIRLIFTS', 'Evacuations and Evacuees']",By Jeffrey Gettleman and Sameer Yasir
1649,"Argentina Teeters on Default, Again, as Pandemic Guts Economy",2020-05-08,article,https://www.nytimes.com/2020/05/08/world/americas/argentina-coronavirus-default.html,Foreign,"['Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'International Trade and World Market']",By Daniel Politi
1674,Hidden Toll: Mexico Ignores Wave of Coronavirus Deaths in Capital,2020-05-08,article,https://www.nytimes.com/2020/05/08/world/americas/mexico-coronavirus-count.html,Foreign,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Ventilators (Medical)']",By Azam Ahmed and Daniel Berehulak
1677,Reopenings Mark a New Phase: Global ‘Trial-and-Error’ Played Out in Lives,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/coronavirus-reopening-costs.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Unemployment', 'Economic Conditions and Trends']",By Max Fisher
1693,"Eager to Corral the Coronavirus, U.K. Tests a Disputed Tracing App",2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/uk-coronavirus-contact-tracing.html,Foreign,"['Coronavirus (2019-nCoV)', 'Mobile Applications', 'Surveillance of Citizens by Government', 'Smartphones', 'Privacy', 'Epidemics']",By Adam Satariano
1718,Pandemic Forces Poland to Delay Presidential Election,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/poland-presidential-election-coronavirus.html,Foreign,"['Elections', 'Politics and Government', 'Absentee Voting', 'Coronavirus (2019-nCoV)', 'Postal Service and Post Offices', 'Human Rights and Human Rights Violations', 'Epidemics']",By Joanna Berendt and Marc Santora
1782,Pandemic Forces Poland to Delay Presidential Election,2020-05-07,article,https://www.nytimes.com/2020/05/07/world/europe/poland-presidential-election-coronavirus.html,Foreign,"['Elections', 'Politics and Government', 'Absentee Voting', 'Coronavirus (2019-nCoV)', 'Postal Service and Post Offices', 'Human Rights and Human Rights Violations', 'Epidemics']",By Joanna Berendt and Marc Santora
1806,"Lebanon’s Economic Crisis Explodes, Threatening Decades of Prosperity",2020-05-10,article,https://www.nytimes.com/2020/05/10/world/middleeast/lebanon-economic-crisis.html,Foreign,"['Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'Currency', 'Poverty']",By Ben Hubbard
1807,Victim or Executioner? Let the Computer Decide,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/ukraine-holocaust-babyn-yar.html,Foreign,"['Holocaust and the Nazi Era', 'War Crimes, Genocide and Crimes Against Humanity', 'Museums', 'Virtual Reality (Computers)']",By Andrew E. Kramer and Maria Varenikova
1811,Israel Cracks Down on Banks Over Payments to Palestinian Inmates,2020-05-09,article,https://www.nytimes.com/2020/05/09/world/middleeast/israel-palestinian-inmates-banks.html,Foreign,"['Palestinians', 'Politics and Government', 'Ex-Convicts', 'Defense and Military Forces']",By Adam Rasgon and Mohammed Najib
1815,U.S. Hits Back at China With New Visa Restrictions on Journalists,2020-05-09,article,https://www.nytimes.com/2020/05/09/us/politics/china-journalists-us-visa-crackdown.html,Foreign,"['United States International Relations', 'News and News Media']",By Vivian Wang and Edward Wong
1825,Israel Cracks Down on Banks Over Payments to Palestinian Inmates,2020-05-09,article,https://www.nytimes.com/2020/05/09/world/middleeast/israel-palestinian-inmates-banks.html,Foreign,"['Palestinians', 'Politics and Government', 'Ex-Convicts', 'Defense and Military Forces']",By Adam Rasgon and Mohammed Najib
1829,Bafflement Greets Boris Johnson’s Plan for Reopening Britain,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-uk-boris-johnson.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Coronavirus Reopenings']",By Stephen Castle and Mark Landler
1830,"As South Korea Eases Limits, Virus Cluster Prompts Seoul to Close Bars",2020-05-09,article,https://www.nytimes.com/2020/05/09/world/asia/coronavirus-south-korea-second-wave.html,Foreign,"['Coronavirus (2019-nCoV)', 'Masks', 'Bars and Nightclubs', 'Quarantines', 'Coronavirus Reopenings']",By Choe Sang-Hun
1840,U.S. Hits Back at China With New Visa Restrictions on Journalists,2020-05-09,article,https://www.nytimes.com/2020/05/09/us/politics/china-journalists-us-visa-crackdown.html,Foreign,"['United States International Relations', 'News and News Media']",By Vivian Wang and Edward Wong
1846,"As Europe Reopens Schools, Relief Combines With Risk",2020-05-10,article,https://www.nytimes.com/2020/05/10/world/europe/reopen-schools-germany.html,Foreign,"['Shutdowns (Institutional)', 'Education (K-12)', 'Quarantines', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'Epidemics', 'Education (Secondary)', 'Tests (Medical)', 'Hygiene and Cleanliness', 'Children and Childhood']",By Katrin Bennhold
1864,Boris Johnson Announces a Coronavirus Quarantine for Travelers to U.K.: Live Coverage,2020-05-10,article,https://www.nytimes.com/2020/05/10/world/coronavirus-live-world-news-tracker.html,Foreign,['Coronavirus (2019-nCoV)'],
1868,Surviving Covid-19 May Not Feel Like Recovery for Some,2020-05-10,article,https://www.nytimes.com/2020/05/10/world/europe/coronavirus-italy-recovery.html,Foreign,"['Coronavirus (2019-nCoV)', 'Fatigue', 'Pneumonia', 'Tests (Medical)']",By Jason Horowitz
1886,"Ethiopian Troops May Have Shot Down Aid Plane in Somalia, Report Says",2020-05-10,article,https://www.nytimes.com/2020/05/10/world/africa/coronavirus-aid-plane-crash-somalia.html,Foreign,"['Aviation Accidents, Safety and Disasters', 'Defense and Military Forces', 'Coronavirus (2019-nCoV)', 'Humanitarian Aid', 'Civilian Casualties']",By Abdi Latif Dahir
1888,"‘A Nightmare’: Losing a Home to Australia’s Fires, Then Locked Down by a Virus",2020-05-10,article,https://www.nytimes.com/2020/05/10/world/australia/coronavirus-bushfires.html,Foreign,"['Wildfires', 'New Year', 'Coronavirus (2019-nCoV)', 'Hygiene and Cleanliness', 'Mental Health and Disorders']",By Livia Albeck-Ripka and Matthew Abbott
1891,"A Coronavirus Mystery Explained: Moscow Has 1,700 Extra Deaths",2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-deaths-moscow.html,Foreign,"['Deaths (Fatalities)', 'Coronavirus (2019-nCoV)']",By Ivan Nechepurenko
1895,New British Guidelines Sow Confusion,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
1902,New British Guidelines Sow Confusion,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
1903,"A Coronavirus Mystery Explained: Moscow Has 1,700 Extra Deaths",2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-deaths-moscow.html,Foreign,"['Deaths (Fatalities)', 'Coronavirus (2019-nCoV)']",By Ivan Nechepurenko
1910,Britain to Impose Quarantine on Air Travelers to Fight Coronavirus,2020-05-10,article,https://www.nytimes.com/2020/05/10/world/europe/coronavirus-britain-boris-johnson.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'AIRLINES AND AIRPLANES', 'Speeches and Statements', 'Politics and Government', 'Telecommuting']",By Mark Landler and Stephen Castle
1917,"A Coronavirus Mystery Explained: Moscow Has 1,700 Extra Deaths",2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-deaths-moscow.html,Foreign,"['Deaths (Fatalities)', 'Coronavirus (2019-nCoV)']",By Ivan Nechepurenko
1918,New British Guidelines Sow Confusion,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
1941,"Bangkok Opens Up as Virus Caseloads Drop, and Pretty Pups Benefit",2020-05-10,article,https://www.nytimes.com/2020/05/10/world/asia/bangkok-coronavirus-pet-salons-dogs.html,Foreign,"['Dogs', 'Beauty Salons', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Coronavirus Reopenings']",By Hannah Beech and Amanda Mustard
1954,A Novelist Breaks the Code of Being a Woman in Japan,2020-05-09,article,https://www.nytimes.com/2020/05/09/world/asia/mieko-kawakami-breasts-and-eggs.html,Foreign,"['Books and Literature', 'Writing and Writers', 'Women and Girls', ""Women's Rights"", 'ARTIFICIAL INSEMINATION', 'Single Mothers', 'Single Persons', 'Coronavirus (2019-nCoV)']",By Motoko Rich
1955,Will the Coronavirus Crisis Trump the Climate Crisis?,2020-05-09,article,https://www.nytimes.com/2020/05/09/world/europe/will-the-coronavirus-crisis-trump-the-climate-crisis.html,Foreign,"['Coronavirus (2019-nCoV)', 'Global Warming', 'Greenhouse Gas Emissions', 'Fuel Emissions (Transportation)', 'Epidemics', 'Politics and Government', 'Budgets and Budgeting', 'Regulation and Deregulation of Industry']",By Steven Erlanger
1967,"In U.K., Hard-Hit Minority Communities Struggle to Bury the Dead",2020-05-10,article,https://www.nytimes.com/2020/05/10/world/europe/uk-mosque-burials-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Funerals and Memorials', 'Mosques', 'Minorities', 'Ramadan', 'Muslims and Islam']",By Ceylan Yeginsu
1977,Iranian Friendly Fire Kills 19 in 2nd Missile Accident of Year,2020-05-11,article,https://www.nytimes.com/2020/05/10/world/middleeast/iran-ship-dead.html,Foreign,"['Maritime Accidents and Safety', 'Defense and Military Forces', 'Ukraine International Airlines Flight 752', 'Politics and Government', 'Deaths (Fatalities)', 'Missiles and Missile Defense Systems', 'Friendly Fire (Military and Law Enforcement)']",By Farnaz Fassihi
2001,Iranian Friendly Fire Kills 19 in 2nd Missile Accident of Year,2020-05-11,article,https://www.nytimes.com/2020/05/10/world/middleeast/iran-ship-dead.html,Foreign,"['Maritime Accidents and Safety', 'Defense and Military Forces', 'Ukraine International Airlines Flight 752', 'Politics and Government', 'Deaths (Fatalities)', 'Missiles and Missile Defense Systems', 'Friendly Fire (Military and Law Enforcement)']",By Farnaz Fassihi
2019,"If U.K. Schools Reopen, Will the Students Return?",2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-uk-schools-reopen.html,Foreign,"['Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Education (K-12)']",By Ceylan Yeginsu
2021,China Is Defensive. The U.S. Is Absent. Can the Rest of the World Fill the Void?,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/australia/coronavirus-china-inquiry.html,Foreign,"['International Relations', 'Politics and Government', 'United States International Relations', 'Coronavirus (2019-nCoV)', 'International Trade and World Market']",By Damien Cave and Isabella Kwai
2037,Europe’s Battle-Hardened Nations Show Resilience in Virus Fight,2020-05-10,article,https://www.nytimes.com/2020/05/10/world/europe/coronavirus-europe-resilience.html,Foreign,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Epidemics', 'Quarantines']",By Matina Stevis-Gridneff
2041,Abba Eban Was the Last to Hold These Two Israeli Posts at Once. Next: Gilad Erdan.,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/middleeast/israel-ambassador-gilad-erdan.html,Foreign,"['International Relations', 'United States International Relations']",By David M. Halbfinger
2043,"If U.K. Schools Reopen, Will the Students Return?",2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-uk-schools-reopen.html,Foreign,"['Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Education (K-12)']",By Ceylan Yeginsu
2046,China Is Defensive. The U.S. Is Absent. Can the Rest of the World Fill the Void?,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/australia/coronavirus-china-inquiry.html,Foreign,"['International Relations', 'Politics and Government', 'United States International Relations', 'Coronavirus (2019-nCoV)', 'International Trade and World Market']",By Damien Cave and Isabella Kwai
2050,"If U.K. Schools Reopen, Will the Students Return?",2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-uk-schools-reopen.html,Foreign,"['Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Education (K-12)']",By Ceylan Yeginsu
2051,China Is Defensive. The U.S. Is Absent. Can the Rest of the World Fill the Void?,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/australia/coronavirus-china-inquiry.html,Foreign,"['International Relations', 'Politics and Government', 'United States International Relations', 'Coronavirus (2019-nCoV)', 'International Trade and World Market']",By Damien Cave and Isabella Kwai
2054,Abba Eban Was the Last to Hold These Two Israeli Posts at Once. Next: Gilad Erdan.,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/middleeast/israel-ambassador-gilad-erdan.html,Foreign,"['International Relations', 'United States International Relations']",By David M. Halbfinger
2059,Europe’s Battle-Hardened Nations Show Resilience in Virus Fight,2020-05-10,article,https://www.nytimes.com/2020/05/10/world/europe/coronavirus-europe-resilience.html,Foreign,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Epidemics', 'Quarantines']",By Matina Stevis-Gridneff
2100,Merkel Is ‘Outraged’ by Russian Hack but Struggling to Respond,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/merkel-russia-cyberattack.html,Foreign,"['Cyberwarfare and Defense', 'Legislatures and Parliaments', 'Espionage and Intelligence Services', 'International Relations']",By Katrin Bennhold
2127,Several Surfers Are Found Dead in the Netherlands,2020-05-12,article,https://www.nytimes.com/2020/05/12/world/europe/surfers-netherlands-dead.html,Foreign,"['Maritime Accidents and Safety', 'Surfing', 'Deaths (Fatalities)']",By Elian Peltier
2136,Israeli Soldier Is Killed in West Bank as Tensions Rise Over Annexation Push,2020-05-12,article,https://www.nytimes.com/2020/05/12/world/middleeast/israel-soldier-killed-west-bank.html,Foreign,"['Palestinians', 'Terrorism']",By David M. Halbfinger
2151,Merkel Is ‘Outraged’ by Russian Hack but Struggling to Respond,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/merkel-russia-cyberattack.html,Foreign,"['Cyberwarfare and Defense', 'Legislatures and Parliaments', 'Espionage and Intelligence Services', 'International Relations']",By Katrin Bennhold
2166,Bafflement Greets Boris Johnson’s Plan for Reopening Britain,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-uk-boris-johnson.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Coronavirus Reopenings']",By Stephen Castle and Mark Landler
2178,Victim or Executioner? Let the Computer Decide,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/ukraine-holocaust-babyn-yar.html,Foreign,"['Holocaust and the Nazi Era', 'War Crimes, Genocide and Crimes Against Humanity', 'Museums', 'Virtual Reality (Computers)']",By Andrew E. Kramer and Maria Varenikova
2216,New British Guidelines Sow Confusion,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
2217,"A Coronavirus Mystery Explained: Moscow Has 1,700 Extra Deaths",2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-deaths-moscow.html,Foreign,"['Deaths (Fatalities)', 'Coronavirus (2019-nCoV)']",By Ivan Nechepurenko
2230,"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/coronavirus-italy-mafia.html,Foreign,"['Organized Crime', 'Prisons and Prisoners', 'Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots']",By Elisabetta Povoledo and Emma Bubola
2240,"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/coronavirus-italy-mafia.html,Foreign,"['Organized Crime', 'Prisons and Prisoners', 'Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots']",By Elisabetta Povoledo and Emma Bubola
2248,This Afghan General Fought the Taliban for Years. Now He Has Joined Them.,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/asia/taliban-general-defect-afghanistan.html,Foreign,"['Afghanistan War (2001- )', 'Aviation Accidents, Safety and Disasters', 'Kidnapping and Hostages']",By Mujib Mashal
2254,Germany’s ‘R-Naught’: Are Three Days Over 1.0 Cause for Worry?,2020-05-12,article,https://www.nytimes.com/2020/05/12/world/europe/germany-coronavirus-r-number.html,Foreign,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Tests (Medical)', 'Politics and Government', 'Coronavirus Reopenings']",By Melissa Eddy
2281,"A Coronavirus Mystery Explained: Moscow Has 1,700 Extra Deaths",2020-05-11,article,https://www.nytimes.com/2020/05/11/world/europe/coronavirus-deaths-moscow.html,Foreign,"['Deaths (Fatalities)', 'Coronavirus (2019-nCoV)']",By Ivan Nechepurenko
2282,New British Guidelines Sow Confusion,2020-05-11,article,https://www.nytimes.com/2020/05/11/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
2344,Ukraine Passes a Critical Anticorruption Bill,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/ukraine-zelensky-corruption-kolomoisky.html,Foreign,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Corruption (Institutional)', 'Banking and Financial Institutions']",By Andrew E. Kramer
2376,Ukraine Passes a Critical Anticorruption Bill,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/ukraine-zelensky-corruption-kolomoisky.html,Foreign,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Corruption (Institutional)', 'Banking and Financial Institutions']",By Andrew E. Kramer
2383,Iranian Friendly Fire Kills 19 in 2nd Missile Accident of Year,2020-05-11,article,https://www.nytimes.com/2020/05/10/world/middleeast/iran-ship-dead.html,Foreign,"['Maritime Accidents and Safety', 'Defense and Military Forces', 'Ukraine International Airlines Flight 752', 'Politics and Government', 'Deaths (Fatalities)', 'Missiles and Missile Defense Systems', 'Friendly Fire (Military and Law Enforcement)']",By Farnaz Fassihi
2449,"From Maternity Ward to Cemetery, a Morning of Murder in Afghanistan",2020-05-12,article,https://www.nytimes.com/2020/05/12/world/asia/afghanistan-violence-kabul-nangarhar.html,Foreign,"['Terrorism', 'Civilian Casualties', 'Deaths (Fatalities)', 'Coronavirus (2019-nCoV)']",By Mujib Mashal and Fahim Abed
2477,Man Arrested in Notorious 1980s Killing of Gay American in Australia,2020-05-12,article,https://www.nytimes.com/2020/05/11/world/australia/scott-johnson-gay-murder.html,Foreign,"['Hate Crimes', 'Murders, Attempted Murders and Homicides', 'Homosexuality and Bisexuality', 'Assaults']",By Isabella Kwai
2488,"Coronavirus ‘May Never Go Away,’ a Top W.H.O. Official Warns",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/coronavirus-world-news-updates.html,Foreign,['Coronavirus (2019-nCoV)'],
2499,"Three Months, Two Continents and Four Stints in Quarantine",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/asia/coronavirus-quarantine.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Protective Clothing and Gear', 'Masks']",By Amy Qin
2502,"On Annexation, a Green Light Turns Yellow, Pompeo’s Visit to Israel Signals",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/middleeast/israel-pompeo-annexation-netanyahu.html,Foreign,"['Politics and Government', 'Palestinians', 'United States International Relations', 'Coronavirus (2019-nCoV)']",By David M. Halbfinger and Lara Jakes
2529,Man Arrested in Notorious 1980s Killing of Gay American in Australia,2020-05-12,article,https://www.nytimes.com/2020/05/11/world/australia/scott-johnson-gay-murder.html,Foreign,"['Hate Crimes', 'Murders, Attempted Murders and Homicides', 'Homosexuality and Bisexuality', 'Assaults']",By Isabella Kwai
2535,"From Maternity Ward to Cemetery, a Morning of Murder in Afghanistan",2020-05-12,article,https://www.nytimes.com/2020/05/12/world/asia/afghanistan-violence-kabul-nangarhar.html,Foreign,"['Terrorism', 'Civilian Casualties', 'Deaths (Fatalities)', 'Coronavirus (2019-nCoV)']",By Mujib Mashal and Fahim Abed
2552,Eritreans Sue E.U. Over Use of Forced Labor Back Home,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/eritrea-eu-lawsuit-forced-labor.html,Foreign,"['Suits and Litigation (Civil)', 'Labor and Jobs', 'Human Rights and Human Rights Violations']",By Matina Stevis-Gridneff
2554,At Least 70 Dead in Mexico From Drinking Tainted Alcohol,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/americas/mexico-tainted-alcohol-deaths.html,Foreign,"['ALCOHOLIC BEVERAGES', 'Coronavirus (2019-nCoV)', 'Poisoning and Poisons', 'Deaths (Fatalities)']",By Kirk Semple
2560,"Three Months, Two Continents and Four Stints in Quarantine",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/asia/coronavirus-quarantine.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Protective Clothing and Gear', 'Masks']",By Amy Qin
