,headline,date,doc_type,web_url,news_desk,keywords,byline
6299,"In Hong Kong, Anxiety and Defiance Over Trump’s Move to Cut Ties",2020-05-30,article,https://www.nytimes.com/2020/05/30/world/asia/hong-kong-trump-china.html,Foreign,['United States International Relations'],By Vivian Wang and Amy Qin
6301,"In Hong Kong, Anxiety and Defiance Over Trump’s Move to Cut Ties",2020-05-30,article,https://www.nytimes.com/2020/05/30/world/asia/hong-kong-trump-china.html,Foreign,['United States International Relations'],By Vivian Wang and Amy Qin
6317,Western Countries Leave Children of ISIS in Syrian Camps,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/middleeast/isis-children-syria-camps.html,Foreign,"['Children and Childhood', 'Terrorism', 'Politics and Government', 'Detainees', 'Human Rights and Human Rights Violations']",By Ben Hubbard and Constant Méheut
6326,The Drive-In Theater: Keeping Drama Alive During the Lockdown,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/europe/prague-coronavirus-europe-reopening.html,Foreign,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Theater']",By Patrick Kingsley and Laetitia Vancon
6361,"Resisting Lockdown, Nicaragua Becomes a Place of Midnight Burials",2020-05-31,article,https://www.nytimes.com/2020/05/31/world/americas/coronavirus-nicaragua-burials.html,Foreign,"['Coronavirus (2019-nCoV)', 'Cemeteries', 'Pneumonia']",By Alfonso Flores Bermúdez and Frances Robles
6372,Abused Woman Who Killed Husband Is Granted the Family’s U.K. Estate,2020-06-01,article,https://www.nytimes.com/2020/06/01/world/europe/sally-challen-domestic-abuse-uk.html,Foreign,"['Domestic Violence', 'Murders, Attempted Murders and Homicides', 'Women and Girls', 'Wills and Estates', 'Decisions and Verdicts', 'Inheritance and Estate Taxes']",By Elian Peltier
6395,8 Minutes and 46 Seconds: How George Floyd Was Killed in Police Custody,2020-06-01,article,https://www.nytimes.com/2020/05/31/us/george-floyd-investigation.html,Foreign,"['Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides', 'Black People', 'Black Lives Matter Movement']","By Evan Hill, Ainara Tiefenthäler, Christiaan Triebert, Drew Jordan, Haley Willis and Robin Stein"
6419,Coronavirus Turns a Spanish Sea Delicacy Back Into Daily Fare,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/europe/coronavirus-prawn-spain.html,Foreign,"['Restaurants', 'Quarantine (Life and Culture)', 'Cooking and Cookbooks', 'Coronavirus (2019-nCoV)', 'Prices (Fares, Fees and Rates)', 'Chefs']",By Raphael Minder
6427,Mexico’s President Says Most Domestic Violence Calls Are ‘Fake’,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/americas/violence-women-mexico-president.html,Foreign,"['Women and Girls', ""Women's Rights"", 'Human Rights and Human Rights Violations', 'Domestic Violence']",By Natalie Kitroeff
6434,Western Countries Leave Children of ISIS in Syrian Camps,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/middleeast/isis-children-syria-camps.html,Foreign,"['Children and Childhood', 'Terrorism', 'Politics and Government', 'Detainees', 'Human Rights and Human Rights Violations']",By Ben Hubbard and Constant Méheut
6438,The Drive-In Theater: Keeping Drama Alive During the Lockdown,2020-05-31,article,https://www.nytimes.com/2020/05/31/world/europe/prague-coronavirus-europe-reopening.html,Foreign,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Theater']",By Patrick Kingsley and Laetitia Vancon
